"","Zipcode","Population2017","Male2017","Female2017","Bachelor_total17","Hispanic17","PerCapital_income17","MedHomeValue17","Med_House_income17","Belov_Poverty_percent17","White17","Black17","Asian17"
"1",73430,1313,714,599,231,1313,"24765","114700","64063","6.8",1136,0,0
"2",73931,473,255,218,84,429,"29506","111500","55536","9.9",441,0,0
"3",73949,1434,741,693,303,944,"25545","81500","47059","12.5",1071,0,0
"4",75001,14617,7421,7196,7132,11204,"50313","303500","73578","8.6",8078,1685,1817
"5",75002,69688,34658,35030,21730,59791,"39818","229800","98652","6.9",51846,6914,6572
"6",75006,50788,24748,26040,10005,24759,"27810","167000","57415","14.8",38154,4132,3729
"7",75007,53744,26431,27313,16163,39389,"36289","200600","82079","7.8",37527,4881,8360
"8",75009,10557,4910,5647,2467,8389,"36058","270200","90717","10.0",9504,326,69
"9",75010,27822,13814,14008,10073,23909,"41328","247800","81856","6.8",16029,3422,6976
"10",75013,38975,19575,19400,17420,36560,"51388","375700","124915","2.5",25533,2263,9655
"11",75019,41947,20769,21178,20057,36866,"54352","344200","118471","4.1",28810,1763,9688
"12",75020,21891,10780,11111,3506,20054,"26692","97000","46582","14.5",18728,1648,269
"13",75021,8704,4165,4539,923,7725,"24678","99100","49910","15.3",7716,363,56
"14",75022,24625,12049,12576,10933,22559,"59110","378400","156902","3.2",19930,682,3046
"15",75023,49563,24177,25386,18185,42678,"37519","212000","83764","5.3",36208,4321,6743
"16",75024,42405,20970,21435,22121,39485,"50699","356600","91795","4.6",23148,2676,14744
"17",75025,53559,26499,27060,26059,49739,"50504","308400","112999","4.6",31484,4029,15556
"18",75028,47056,22950,24106,18769,42562,"46033","271500","115490","2.5",38575,2238,3897
"19",75032,31399,15871,15528,9957,25659,"45135","272600","101851","6.1",27563,1822,993
"20",75034,95996,47042,48954,37972,81784,"50792","358600","116962","4.5",69522,6742,12887
"21",75035,65264,32326,32938,26066,58208,"45176","290800","122843","3.2",42085,5599,13751
"22",75038,29762,14944,14818,9044,22990,"29512","206900","51444","15.3",10191,8458,8206
"23",75039,18010,9028,8982,10462,15921,"57205","439800","89845","4.9",7331,2831,7031
"24",75040,62277,30419,31858,7676,33260,"22020","123700","59305","12.7",37613,7465,6777
"25",75041,33304,16958,16346,2451,13024,"17520","106100","42556","24.3",22616,2890,711
"26",75042,39559,19998,19561,3196,17806,"16676","116300","42153","24.4",22746,3806,5188
"27",75043,59951,28836,31115,10627,42012,"25448","142100","58571","11.6",34680,13021,5013
"28",75044,40942,19416,21526,11746,32532,"32381","166500","64085","10.8",23480,5137,8177
"29",75048,24203,11673,12530,5302,20178,"33186","197900","97666","2.7",16226,3150,3280
"30",75050,42670,21461,21209,5588,19735,"22266","107100","50889","18.6",30638,7254,1086
"31",75051,40962,19545,21417,2452,15354,"16678","94300","40841","20.6",30276,6842,764
"32",75052,94133,46365,47768,17761,59680,"27888","149900","74859","8.1",49259,26352,9859
"33",75054,10764,5257,5507,3720,8140,"38973","278700","116784","4.7",5336,3267,1327
"34",75056,57115,29307,27808,17130,46380,"43487","217100","83141","6.3",40115,5613,7239
"35",75057,14562,7574,6988,2337,7931,"23050","117100","51861","16.0",10997,1586,434
"36",75058,2697,1312,1385,644,2200,"33632","216300","75192","7.1",2555,18,0
"37",75060,47922,23510,24412,4366,18412,"19540","115900","52749","15.9",32252,2655,2583
"38",75061,54907,27824,27083,5244,19083,"19053","127500","44079","19.3",35713,5140,2070
"39",75062,48553,24751,23802,8077,26328,"23508","134400","50133","15.2",28587,7086,4170
"40",75063,38383,18103,20280,20147,34378,"45776","322000","85165","7.3",12746,5343,18215
"41",75065,12457,6173,6284,2782,10170,"33370","172700","77273","7.9",11125,301,393
"42",75067,66896,32441,34455,15809,45198,"28598","170900","60029","10.7",43136,9133,6890
"43",75068,55848,27300,28548,15436,43493,"34319","209900","94356","7.0",38120,8452,2582
"44",75069,36879,17962,18917,7794,23933,"31653","238700","52504","14.0",30075,3989,701
"45",75070,93299,44939,48360,33533,83378,"41844","269600","98754","4.3",72414,9020,7820
"46",75071,49846,25201,24645,14564,41187,"36911","252400","94473","5.6",38391,6811,2222
"47",75074,48977,24570,24407,11454,30378,"28418","173000","65558","13.6",35281,5621,4488
"48",75075,35933,17231,18702,12912,30480,"37874","223400","75123","8.7",27628,2691,3504
"49",75076,7244,3681,3563,1473,6949,"34392","135600","55267","12.7",6893,0,29
"50",75077,36181,18061,18120,12566,32259,"45760","253500","103326","4.1",30251,2469,1686
"51",75078,20611,10529,10082,7171,18310,"49613","409500","136642","3.3",17776,1565,681
"52",75080,50247,24775,25472,18504,38348,"34949","225800","69440","15.3",38639,3736,4969
"53",75081,37960,18507,19453,12480,32856,"32881","185400","66513","8.1",21455,6174,7429
"54",75082,23733,11712,12021,11618,22120,"53085","289500","120237","2.6",15048,1847,5433
"55",75087,33110,15709,17401,10332,29204,"39009","241400","96471","4.9",29367,1222,866
"56",75088,25842,12447,13395,6149,20784,"35495","179700","86140","7.2",19383,4067,1131
"57",75089,33117,16647,16470,7417,25770,"34996","182500","97534","6.2",22415,5794,2757
"58",75090,23936,11789,12147,1774,16476,"17481","82900","38086","25.2",18605,2854,160
"59",75092,24312,11864,12448,4965,22447,"29923","143400","56958","9.8",20616,1363,791
"60",75093,48021,23210,24811,24113,44871,"63345","408600","102889","6.2",34397,3265,8005
"61",75094,23097,11770,11327,8317,21679,"40336","318700","127095","4.5",12110,2930,7071
"62",75098,54534,27069,27465,12345,43417,"30995","178600","88453","6.8",41490,6305,2812
"63",75101,710,350,360,30,355,"16251","69400","45568","15.5",504,97,0
"64",75102,1251,590,661,109,751,"20545","85000","43611","12.5",1068,85,0
"65",75103,13967,6914,7053,2111,13229,"26895","120700","50722","11.0",12759,385,222
"66",75104,48568,22742,25826,9964,37856,"27937","147000","69699","10.8",17739,26548,1377
"67",75109,4096,2106,1990,768,3857,"31417","125800","67038","10.8",3537,215,12
"68",75110,28847,14016,14831,2992,19531,"21316","90300","42843","19.6",20314,4937,266
"69",75114,5930,2757,3173,559,4893,"25272","118100","64519","5.7",5295,466,9
"70",75115,52377,24382,27995,11104,43920,"29674","155300","65194","11.9",13685,36277,244
"71",75116,19996,9795,10201,2482,10821,"19978","119800","44222","19.2",13697,5264,139
"72",75117,4007,1954,2053,524,3768,"26738","119900","46069","11.7",3711,140,0
"73",75119,27514,13524,13990,2625,16604,"22896","115500","50947","20.4",21524,2510,111
"74",75124,4229,2134,2095,627,4045,"26014","112500","49954","8.8",4052,109,0
"75",75125,6236,3017,3219,438,3715,"19820","80400","52171","15.4",5183,569,4
"76",75126,42409,20785,21624,8534,34632,"30495","186200","89782","5.4",34097,5272,744
"77",75127,1719,862,857,122,1505,"18136","98800","39417","19.0",1646,44,0
"78",75132,1864,968,896,352,1633,"26148","148600","70364","0.0",1542,322,0
"79",75134,22106,9901,12205,2151,17192,"18949","112000","49440","21.7",5302,15487,138
"80",75135,7113,3561,3552,716,6250,"25581","143100","79400","10.6",6482,199,19
"81",75137,19640,9019,10621,3739,13945,"26731","137900","59144","12.3",8951,8944,142
"82",75140,6752,3336,3416,680,5653,"20346","102900","43772","20.6",6521,46,12
"83",75141,5815,3915,1900,287,3552,"15054","80700","37007","28.7",3411,2089,2
"84",75142,18702,9435,9267,1711,13283,"23575","107500","51363","20.2",16486,786,0
"85",75143,14138,6905,7233,1722,12337,"23746","93600","44200","18.0",13226,508,19
"86",75144,3377,1802,1575,405,3061,"23158","84600","42724","22.2",2345,868,0
"87",75146,19071,8751,10320,2562,16009,"24406","111500","56458","10.8",5844,12203,10
"88",75147,6736,3413,3323,831,5928,"25009","101000","46797","12.2",6182,191,63
"89",75148,5774,2703,3071,643,5150,"16904","74300","32366","31.4",4446,1071,1
"90",75149,55797,27256,28541,4922,33322,"19424","103500","47016","20.2",38373,13118,1105
"91",75150,62297,29610,32687,7279,35802,"22315","112800","48921","13.3",41697,13109,2034
"92",75152,4694,2358,2336,341,3116,"22641","108400","55666","8.0",4024,198,4
"93",75153,440,218,222,30,300,"20531","66600","36650","13.6",271,18,0
"94",75154,40225,19681,20544,6376,29489,"27687","158600","73996","9.0",26258,10040,367
"95",75155,2946,1456,1490,184,1718,"17823","81800","49356","20.1",2427,70,0
"96",75156,15720,7587,8133,2085,14894,"25109","98400","49140","18.0",14946,192,86
"97",75157,267,128,139,14,223,"18641","68300","35000","34.9",199,38,0
"98",75158,3793,1844,1949,536,3563,"27198","153600","56000","16.0",3455,66,9
"99",75159,19440,10367,9073,1436,12256,"20904","95000","48861","12.6",16010,2017,126
"100",75160,25315,12307,13008,2946,18707,"24407","120400","48500","19.4",18503,4061,381
"101",75161,6577,3259,3318,573,5684,"21203","114500","50498","10.4",5426,1014,0
"102",75163,2440,1232,1208,137,2364,"30431","79900","40424","16.7",2312,74,0
"103",75164,629,339,290,39,506,"25717","106900","46781","4.6",523,47,0
"104",75165,42048,20360,21688,6233,31306,"28406","148300","61877","13.8",32781,4960,326
"105",75166,4057,2092,1965,858,3561,"33750","217000","91136","0.5",3227,377,142
"106",75167,10616,5498,5118,1751,8696,"31007","202100","82135","3.8",9489,369,14
"107",75169,12779,6087,6692,1061,11741,"27196","94400","47399","16.6",11880,484,24
"108",75172,4109,2258,1851,172,1636,"14152","59000","40839","28.5",2943,837,18
"109",75173,4166,2094,2072,673,3542,"29846","167900","68687","11.7",3856,61,18
"110",75180,24112,11918,12194,785,9667,"14709","83800","44228","21.8",17629,4843,214
"111",75181,27588,13289,14299,4699,19341,"26423","155200","77238","5.9",14870,9957,882
"112",75182,6077,3210,2867,1906,5401,"48606","348000","137721","2.3",4138,255,1531
"113",75189,25560,12489,13071,4348,20325,"30692","172600","81275","7.1",21536,1293,235
"114",75201,15185,8197,6988,10087,13252,"83757","448700","90781","13.6",11313,2745,594
"115",75202,2029,1142,887,1249,1725,"73237","233500","87375","15.6",1483,318,82
"116",75203,16351,8730,7621,1625,7400,"18696","78900","32699","30.7",9425,5734,101
"117",75204,30370,15667,14703,15664,23273,"56056","317800","71766","19.5",20907,4136,2439
"118",75205,24211,11482,12729,13092,22468,"98860","1136900","129406","5.1",21963,297,1392
"119",75206,38762,20260,18502,19705,29730,"49708","362100","63392","14.1",30318,2209,2670
"120",75207,8028,6055,1973,1690,6134,"29326","-","79926","7.3",3962,3209,105
"121",75208,29448,15286,14162,6379,9486,"29794","193500","55855","16.9",24694,1514,207
"122",75209,13898,6729,7169,6967,11564,"76092","581300","86963","6.9",10620,1907,421
"123",75210,8243,4232,4011,222,5242,"11578","63300","25793","43.2",2788,5165,0
"124",75211,77600,39254,38346,3190,11948,"14994","94500","38760","25.2",63339,5080,466
"125",75212,26120,11833,14287,852,11689,"12626","83600","30673","32.6",15963,7411,370
"126",75214,34145,16354,17791,17309,28126,"63252","430900","84709","9.4",30265,1791,926
"127",75215,15664,7582,8082,1400,12353,"17301","66600","27358","34.6",4155,11090,36
"128",75216,52895,25188,27707,2374,31755,"13027","61400","25763","37.3",19967,30223,9
"129",75217,85249,40796,44453,1893,27072,"12792","77100","35282","31.2",59365,21677,156
"130",75218,22264,10462,11802,8983,16861,"49381","276500","70272","9.6",19550,1564,316
"131",75219,23277,12306,10971,13018,17552,"70879","276100","67311","11.4",17597,1469,2122
"132",75220,42642,22784,19858,5577,18038,"28304","218900","43001","22.0",38205,1493,326
"133",75223,14351,7481,6870,1943,4224,"21344","104600","41667","27.2",11633,1481,121
"134",75224,36468,17851,18617,2821,13010,"16425","93700","37225","28.2",24119,9380,502
"135",75225,21568,9867,11701,13635,20635,"117586","996400","173828","2.7",20314,42,791
"136",75226,4790,2462,2328,1249,3092,"28235","333300","52587","37.4",3522,1029,49
"137",75227,57806,28214,29592,3331,21233,"15485","90500","41240","25.6",38373,15778,404
"138",75228,74605,37226,37379,8464,34235,"19520","119300","40306","21.9",41315,14617,1607
"139",75229,32390,16645,15745,10757,21409,"52422","345400","88062","11.1",29176,962,878
"140",75230,27521,13106,14415,14212,24428,"78243","553900","78837","6.5",22806,2666,1102
"141",75231,40464,21049,19415,8294,26069,"25734","299200","37189","28.9",21771,10096,3448
"142",75232,30714,14578,16136,3002,21670,"17939","91000","33296","32.0",9874,19417,67
"143",75233,16318,7834,8484,1611,6844,"17980","122200","45468","25.5",9156,5091,36
"144",75234,32589,15919,16670,6635,16202,"30497","154600","61680","11.0",23259,1322,1902
"145",75235,18794,10229,8565,3821,9756,"23671","124600","48449","22.4",13033,2695,1306
"146",75236,18542,9013,9529,1989,10649,"18838","110900","40685","22.5",8052,8057,782
"147",75237,20295,8568,11727,1658,16840,"13956","113900","26768","33.3",2753,16082,215
"148",75238,33009,16565,16444,10374,24135,"36044","313800","58908","16.0",23032,5405,1948
"149",75240,27875,14909,12966,5330,11278,"24966","210300","42567","23.5",7781,2765,1461
"150",75241,29398,13063,16335,2259,23789,"16519","75900","32652","26.5",5318,23001,13
"151",75243,67445,33555,33890,13128,51013,"25034","186600","38640","25.6",28895,29572,4221
"152",75244,13613,6566,7047,6697,10477,"55553","356700","82500","5.2",9323,1152,816
"153",75246,2276,1183,1093,498,1439,"32734","163800","26716","40.8",1511,632,42
"154",75247,712,546,166,95,712,"13393","-","16886","58.3",293,389,0
"155",75248,35464,17253,18211,16453,28823,"55207","340600","80421","6.8",23584,3103,1980
"156",75249,16100,7592,8508,1989,10085,"22501","131100","60250","12.7",5777,7899,597
"157",75251,2368,972,1396,1078,2072,"45742","-","58024","19.5",1778,330,229
"158",75252,26493,13324,13169,12272,22342,"47728","328300","61399","16.4",14482,3033,5051
"159",75253,22721,11556,11165,802,7519,"14562","44400","41905","23.8",17123,2693,0
"160",75254,26602,12685,13917,7478,15378,"38477","388400","47437","16.8",10114,5341,1176
"161",75270,0,0,0,0,0,"-","-","-","-",0,0,0
"162",75287,53903,24634,29269,18066,43603,"38700","277900","49887","11.0",27506,15016,3621
"163",75390,0,0,0,0,0,"-","-","-","-",0,0,0
"164",75401,18830,8737,10093,1717,12900,"17661","60500","34732","25.5",10550,2951,137
"165",75402,16931,9059,7872,3811,15101,"31105","132700","65026","13.6",14502,1078,148
"166",75407,16367,7980,8387,2022,12069,"25841","152500","57027","12.3",14355,1272,191
"167",75409,14010,6470,7540,2243,12283,"27366","174700","83622","7.9",12152,943,494
"168",75410,5327,2544,2783,496,5017,"27005","113200","53462","13.3",5147,0,0
"169",75411,1157,621,536,128,1115,"30942","80400","72538","16.0",1052,0,0
"170",75412,528,226,302,21,528,"23841","72400","42366","3.2",516,5,0
"171",75413,223,98,125,15,217,"20083","63500","50208","20.6",210,4,0
"172",75414,3184,1463,1721,594,2972,"29843","127300","61343","8.6",2896,50,54
"173",75416,2887,1481,1406,335,2709,"24922","88700","47167","14.4",2691,142,7
"174",75417,2691,1214,1477,204,2476,"20457","69200","34118","21.9",2622,8,0
"175",75418,14318,8186,6132,1617,12367,"21166","91000","41508","15.5",11984,1299,117
"176",75420,870,477,393,144,764,"32568","140800","83684","1.4",766,0,0
"177",75421,898,413,485,100,893,"22712","110200","58723","13.7",802,63,0
"178",75422,2946,1468,1478,427,2592,"25689","98100","57679","12.5",2613,7,38
"179",75423,2749,1407,1342,374,2468,"29491","121100","61750","14.6",2525,109,7
"180",75424,3765,1861,1904,396,3403,"27510","139100","64405","10.1",3630,7,23
"181",75426,4953,2303,2650,546,4546,"19815","52400","32472","17.2",3139,1762,0
"182",75428,10802,5155,5647,1998,9569,"18873","82300","32547","36.5",6967,2219,652
"183",75431,2356,1124,1232,113,1706,"20239","77800","46667","16.9",1851,177,11
"184",75432,3519,1643,1876,466,3314,"20439","74100","39350","27.1",2996,405,25
"185",75433,2752,1326,1426,449,2564,"27374","99100","51791","12.6",2670,3,2
"186",75435,1374,692,682,102,1219,"17457","55100","40224","9.7",1285,24,0
"187",75436,1923,913,1010,105,1875,"20258","81800","37181","13.2",1661,182,0
"188",75437,1335,726,609,149,1270,"27492","110100","64135","5.0",1314,0,0
"189",75438,918,462,456,145,864,"30895","106600","76944","4.7",862,11,0
"190",75439,932,455,477,90,920,"25607","116000","58750","15.0",874,3,29
"191",75440,6201,3028,3173,521,5673,"26288","130300","48475","6.9",5674,84,0
"192",75441,128,78,50,73,128,"25208","-","48914","0.0",128,0,0
"193",75442,9848,5098,4750,1241,8098,"28754","148500","64398","12.2",8766,525,60
"194",75446,3553,1805,1748,553,3171,"20748","93600","37778","22.0",2885,559,14
"195",75447,1057,548,509,35,943,"30323","128300","76293","9.6",1023,1,0
"196",75448,604,325,279,46,576,"22753","49200","58403","0.0",483,0,13
"197",75449,1484,762,722,194,1301,"18635","58900","40481","15.8",1025,256,25
"198",75450,173,93,80,8,133,"17894","106600","50417","32.9",133,0,0
"199",75451,998,582,416,182,851,"21168","101900","34392","26.5",929,69,0
"200",75452,4306,1985,2321,624,3972,"24045","105000","57052","13.8",4021,112,0
"201",75453,3102,1562,1540,289,2840,"23027","87900","49924","6.4",2759,39,1
"202",75454,8807,3803,5004,1706,7422,"34685","259300","89274","3.0",7429,648,420
"203",75455,28560,14057,14503,2997,16251,"21254","101400","46490","19.4",20664,2673,258
"204",75457,6131,2966,3165,994,5716,"23915","127900","44349","11.9",5281,481,5
"205",75459,5207,2655,2552,559,4708,"26889","124500","69309","9.6",4743,5,191
"206",75460,22226,10431,11795,1968,20266,"19452","69400","32205","25.2",15438,5055,280
"207",75462,11691,5430,6261,2340,11297,"31146","146100","58350","10.5",10409,428,150
"208",75468,918,537,381,63,918,"26852","108000","50992","5.7",851,67,0
"209",75469,350,202,148,31,340,"17536","76100","34063","28.9",339,6,0
"210",75470,502,314,188,44,313,"19037","49700","60385","36.3",502,0,0
"211",75471,1503,737,766,75,1095,"24795","82500","44861","30.5",1152,25,0
"212",75472,3931,2154,1777,321,3623,"20848","85200","42318","23.7",3467,88,9
"213",75473,3879,1967,1912,524,3363,"26395","93500","60604","4.1",3633,26,0
"214",75474,15047,7293,7754,1136,13304,"21526","81900","42670","20.6",13208,148,69
"215",75475,220,115,105,23,123,"17234","62600","29318","20.5",209,0,0
"216",75476,988,501,487,121,893,"26205","102900","53063","7.3",869,49,9
"217",75477,895,447,448,62,865,"16305","52700","29375","24.2",739,81,0
"218",75478,831,446,385,88,656,"24571","96300","40179","17.4",744,0,0
"219",75479,1859,910,949,205,1798,"22720","87100","47578","12.9",1743,7,0
"220",75480,1814,935,879,239,1255,"23862","256100","46979","9.8",1544,0,0
"221",75481,346,162,184,50,329,"24436","75000","50536","18.8",334,0,12
"222",75482,24802,11897,12905,3308,20850,"24181","97000","45180","19.7",20276,2217,226
"223",75486,2552,1400,1152,318,2325,"22874","86500","52847","10.2",2467,50,0
"224",75487,1688,910,778,115,1217,"21783","67100","52318","16.8",1404,220,5
"225",75488,603,272,331,48,506,"23763","97300","42375","20.5",507,8,0
"226",75489,1061,544,517,116,1010,"22556","100600","50469","10.6",994,13,6
"227",75490,2399,1188,1211,230,2133,"25212","113700","63000","10.0",2132,121,29
"228",75491,5646,2382,3264,934,5369,"29137","120300","57500","14.9",4879,419,7
"229",75492,404,214,190,98,398,"29378","114300","51324","16.1",388,0,0
"230",75493,532,245,287,5,129,"11458","55000","37500","32.5",307,13,0
"231",75494,9931,5385,4546,981,8660,"21684","90900","36105","19.7",8878,438,6
"232",75495,7797,3725,4072,1182,7100,"33933","164300","75291","8.5",7272,228,12
"233",75496,3436,1727,1709,346,3319,"23404","88800","56941","18.0",3069,254,10
"234",75497,3585,1897,1688,494,2986,"29873","163000","59803","10.3",3536,13,11
"235",75501,35692,17760,17932,3535,32906,"20760","96100","35935","24.8",20096,13630,106
"236",75503,25916,12376,13540,6633,24628,"34573","163500","59811","15.2",19414,4880,561
"237",75550,838,447,391,139,689,"21470","62500","37500","24.5",558,195,1
"238",75551,10867,5124,5743,1630,10410,"23870","99400","41661","18.8",8571,1982,0
"239",75554,1805,822,983,219,1734,"26109","70900","50909","6.8",1706,3,0
"240",75555,1765,896,869,133,1718,"26525","79500","50920","17.6",1375,285,0
"241",75556,1044,556,488,83,1026,"18891","63300","41250","17.1",947,72,13
"242",75558,1902,960,942,0,1203,"18602","56300","60583","19.2",1298,0,0
"243",75559,5316,2397,2919,675,4823,"28250","81400","45451","9.1",4398,626,61
"244",75560,715,361,354,98,715,"24130","91700","30550","17.6",558,157,0
"245",75561,5108,2431,2677,417,4793,"21847","81300","44063","18.5",4376,592,10
"246",75563,4410,2120,2290,517,4199,"19929","84300","38059","19.2",3607,631,107
"247",75566,604,270,334,41,604,"23267","118900","33984","16.6",453,151,0
"248",75567,5191,2629,2562,393,5147,"22077","90400","53846","7.5",4746,211,15
"249",75568,2271,1194,1077,157,2215,"22335","78100","37201","15.1",1800,404,0
"250",75569,3229,1887,1342,314,2481,"15982","104800","40295","5.6",2500,575,0
"251",75570,10969,6655,4314,831,9759,"18800","88800","47835","16.3",7290,2249,154
"252",75571,3189,1555,1634,348,3110,"22000","105400","50588","8.2",2569,529,0
"253",75572,4285,2146,2139,412,4258,"21476","66600","47452","15.9",3078,1109,8
"254",75573,59,29,30,80,59,"34298","83300","83125","0.0",10,49,0
"255",75574,1716,827,889,138,1668,"21608","70300","50565","13.8",1616,0,0
"256",75601,16310,8012,8298,2233,13213,"25565","128800","41882","16.6",12375,3399,164
"257",75602,22112,11302,10810,1640,15635,"19032","79200","35373","28.2",12549,8046,140
"258",75603,5913,2934,2979,704,5087,"26255","97400","49444","10.4",4194,1630,4
"259",75604,30565,15089,15476,4340,24346,"24827","135500","47774","17.8",23265,4840,427
"260",75605,30721,14368,16353,6829,28097,"33369","177800","58526","10.3",24998,4425,379
"261",75630,2238,1164,1074,339,2159,"29416","94400","42774","17.3",1947,256,0
"262",75631,3137,1594,1543,209,2729,"24777","91600","60278","16.7",2788,297,5
"263",75633,13779,6823,6956,1696,12533,"27269","111500","48559","13.5",10595,2702,140
"264",75638,5908,2796,3112,739,5091,"24008","69100","39360","21.1",3365,1941,5
"265",75639,2790,1384,1406,198,2707,"24173","76700","36680","19.6",2022,713,5
"266",75640,5020,2883,2137,777,4944,"22185","116200","46653","13.0",4837,97,0
"267",75641,126,36,90,9,102,"16010","80600","-","7.9",24,102,0
"268",75642,27,11,16,0,27,"17389","-","-","0.0",27,0,0
"269",75643,2462,1166,1296,269,2258,"26097","83000","51875","21.2",2380,54,0
"270",75644,12579,6205,6374,1422,11001,"23031","106400","42472","16.4",9917,1696,19
"271",75645,10253,5092,5161,1556,9350,"26026","124000","63921","8.9",8880,602,61
"272",75647,12459,5933,6526,1403,11817,"23386","115600","44509","18.8",9844,2053,72
"273",75650,8858,4269,4589,1426,8645,"28346","148400","59765","12.7",8388,299,31
"274",75651,2192,1121,1071,159,2166,"23098","103600","48281","11.5",1828,332,0
"275",75652,17061,9941,7120,1966,14169,"20816","132500","46197","15.1",12642,3753,120
"276",75654,12299,5592,6707,1560,9999,"24152","115200","49375","15.2",10029,1653,104
"277",75656,4601,2251,2350,414,4186,"19809","95100","45238","17.4",3658,450,0
"278",75657,8139,3900,4239,912,7713,"24744","88900","36349","22.7",5671,2050,0
"279",75661,3043,1723,1320,412,2678,"28750","88400","50750","24.5",1952,795,0
"280",75662,26009,13167,12842,2760,21149,"23860","108400","58207","15.0",21202,3212,634
"281",75667,1072,553,519,83,846,"28823","97200","29028","19.2",915,149,0
"282",75668,2005,840,1165,234,1819,"19094","92100","33068","19.0",1405,443,8
"283",75669,613,327,286,34,613,"29298","122100","69120","14.2",563,50,0
"284",75670,17537,8237,9300,1396,13541,"19985","69300","33406","29.5",9053,7470,30
"285",75672,16252,7835,8417,2552,14603,"25985","125100","49694","13.9",12069,3231,334
"286",75681,2299,1180,1119,346,2218,"26335","84600","38969","21.9",1848,394,2
"287",75682,519,226,293,42,519,"26580","101100","52625","12.2",495,5,0
"288",75683,3811,1927,1884,296,3455,"23834","74900","42331","20.0",3220,229,0
"289",75684,7750,4101,3649,510,6534,"20275","93000","48889","19.3",6287,1226,13
"290",75686,13047,6340,6707,1491,9942,"21958","85800","44394","15.7",9280,2173,54
"291",75691,3006,1574,1432,227,2156,"24106","81900","47809","12.2",2443,450,0
"292",75692,5078,2543,2535,525,4335,"21747","100800","50625","12.7",3840,991,0
"293",75693,6973,3311,3662,936,6467,"25219","151700","59250","17.5",6517,287,24
"294",75701,34876,15462,19414,6457,28470,"24894","125900","49030","19.2",25266,7571,609
"295",75702,28270,14363,13907,1302,14536,"13796","72500","31347","33.3",14760,11232,59
"296",75703,40868,19712,21156,10942,37383,"35896","200000","55140","10.6",31499,6273,1588
"297",75704,9974,4580,5394,673,6127,"15908","91500","38262","25.9",8018,1816,46
"298",75705,2591,1153,1438,243,2205,"23158","87400","41781","10.3",1143,1337,12
"299",75706,9793,5072,4721,570,6986,"18917","86300","46381","14.8",6907,2303,44
"300",75707,14565,6636,7929,3177,12601,"29410","166900","59201","17.9",12900,1116,331
"301",75708,7709,3885,3824,397,4007,"14160","73900","37247","20.9",6440,1085,6
"302",75709,5046,2242,2804,1229,4498,"35932","113100","49865","12.0",3149,1355,241
"303",75750,3695,1741,1954,561,3610,"28018","133600","48389","12.5",3154,457,0
"304",75751,16715,8056,8659,2583,13099,"24380","95800","43804","21.7",13724,2128,330
"305",75752,7445,3731,3714,1539,6030,"22708","119300","45649","11.9",6802,250,22
"306",75754,6506,3478,3028,580,5464,"26960","146500","53004","12.3",6298,151,0
"307",75755,5150,2407,2743,542,5023,"25810","122300","48675","13.6",4536,538,0
"308",75756,4873,2352,2521,601,3935,"27086","98100","63007","14.5",4517,71,0
"309",75757,12166,6274,5892,2901,11308,"30125","198600","64289","10.7",10919,827,0
"310",75758,8100,4142,3958,1487,7802,"26473","121900","47143","15.5",7449,489,58
"311",75759,39,22,17,2,32,"9659","72500","-","59.0",13,14,0
"312",75760,2429,1206,1223,281,2355,"28087","83100","45714","14.8",2106,241,0
"313",75762,12986,6469,6517,3622,12184,"34819","168700","78475","7.8",11091,1125,117
"314",75763,6286,3091,3195,795,5772,"24526","117900","50997","15.1",5485,390,31
"315",75764,234,106,128,14,225,"22924","53500","59375","9.5",234,0,0
"316",75765,7751,3762,3989,1407,7190,"25105","132400","50770","12.5",6689,874,23
"317",75766,26671,13283,13388,2939,18100,"21251","93400","42523","18.5",21074,3913,103
"318",75770,3364,1676,1688,378,3238,"30763","99200","63235","10.1",2680,659,8
"319",75771,21078,10859,10219,3891,19861,"29296","153600","64206","9.8",19234,1187,222
"320",75773,12927,6252,6675,1690,11389,"26832","127000","47791","12.6",11177,858,0
"321",75778,3167,1285,1882,507,3016,"21521","93800","41938","14.0",3080,13,0
"322",75780,226,131,95,0,8,"16198","57500","60000","16.4",226,0,0
"323",75783,7559,3707,3852,838,7066,"24924","90000","46367","12.0",7030,256,0
"324",75784,829,365,464,78,660,"17070","84400","40982","17.8",738,62,23
"325",75785,10909,6259,4650,1197,9259,"17320","86600","45057","16.2",8806,1704,107
"326",75788,102,68,34,0,102,"30041","-","-","0.0",102,0,0
"327",75789,7501,3732,3769,1199,6780,"23186","152200","50127","14.2",6580,751,0
"328",75790,4600,2126,2474,619,3839,"23853","111800","53690","15.8",4275,72,0
"329",75791,13268,6291,6977,2815,11903,"27936","159500","63989","12.3",12228,449,180
"330",75792,2562,1363,1199,234,2131,"22305","85300","37515","13.7",1931,436,0
"331",75801,15615,7497,8118,2099,12579,"21047","103300","37842","21.2",11020,3081,198
"332",75803,22903,14681,8222,1914,18943,"17274","88600","42494","12.1",16726,5003,55
"333",75831,5746,2821,2925,562,4456,"23487","85500","50150","15.1",5251,279,66
"334",75832,124,81,43,0,111,"21072","-","-","42.7",53,71,0
"335",75833,3462,1743,1719,477,3264,"25202","110700","52679","15.8",3113,300,0
"336",75835,10924,5197,5727,1186,9489,"18802","85700","28810","28.3",6502,3446,35
